ticker,name,sector
ABMM.JK,ABM Investama Tbk.,Energy
ADMR.JK,Adaro Minerals Indonesia Tbk.,Energy
ADRO.JK,Adaro Energy Indonesia Tbk.,Energy
AIMS.JK,Artha Mahiya Investama Tbk.,Energy
AKRA.JK,AKR Corporindo Tbk.,Energy
ALII.JK,Ancara Logistics Indonesia Tbk,Energy
APEX.JK,Apexindo Pratama Duta Tbk.,Energy
ARII.JK,Atlas Resources Tbk.,Energy
ARTI.JK,Ratu Prabu Energi Tbk,Energy
ATLA.JK,Atlantis Subsea Indonesia Tbk.,Energy
BBRM.JK,Pelayaran Nasional Bina Buana ,Energy
BESS.JK,Batulicin Nusantara Maritim Tb,Energy
BIPI.JK,Astrindo Nusantara Infrastrukt,Energy
BOSS.JK,Borneo Olah Sarana Sukses Tbk.,Energy
BSML.JK,Bintang Samudera Mandiri Lines,Energy
BSSR.JK,Baramulti Suksessarana Tbk.,Energy
BULL.JK,Buana Lintas Lautan Tbk.,Energy
BUMI.JK,Bumi Resources Tbk.,Energy
BYAN.JK,Bayan Resources Tbk.,Energy
CANI.JK,Capitol Nusantara Indonesia Tb,Energy
CBRE.JK,Cakra Buana Resources Energi T,Energy
CGAS.JK,Citra Nusantara Gemilang Tbk.,Energy
CNKO.JK,Exploitasi Energi Indonesia Tb,Energy
COAL.JK,Black Diamond Resources Tbk.,Energy
CUAN.JK,Petrindo Jaya Kreasi Tbk.,Energy
DEWA.JK,Darma Henwa Tbk,Energy
DOID.JK,Delta Dunia Makmur Tbk.,Energy
DSSA.JK,Dian Swastatika Sentosa Tbk,Energy
DWGL.JK,Dwi Guna Laksana Tbk.,Energy
ELSA.JK,Elnusa Tbk.,Energy
ENRG.JK,Energi Mega Persada Tbk.,Energy
FIRE.JK,Alfa Energi Investama Tbk.,Energy
GEMS.JK,Golden Energy Mines Tbk.,Energy
GTBO.JK,Garda Tujuh Buana Tbk,Energy
GTSI.JK,GTS Internasional Tbk.,Energy
HILL.JK,Hillcon Tbk.,Energy
HITS.JK,Humpuss Intermoda Transportasi,Energy
HRUM.JK,Harum Energy Tbk.,Energy
HUMI.JK,Humpuss Maritim Internasional ,Energy
IATA.JK,MNC Energy Investments Tbk.,Energy
INDY.JK,Indika Energy Tbk.,Energy
INPS.JK,Indah Prakasa Sentosa Tbk.,Energy
ITMA.JK,Sumber Energi Andalan Tbk.,Energy
ITMG.JK,Indo Tambangraya Megah Tbk.,Energy
JSKY.JK,Sky Energy Indonesia Tbk.,Energy
KKGI.JK,Resource Alam Indonesia Tbk.,Energy
KOPI.JK,Mitra Energi Persada Tbk.,Energy
LEAD.JK,Logindo Samudramakmur Tbk.,Energy
MAHA.JK,Mandiri Herindo Adiperkasa Tbk,Energy
MBAP.JK,Mitrabara Adiperdana Tbk.,Energy
MBSS.JK,Mitrabahtera Segara Sejati Tbk,Energy
MCOL.JK,Prima Andalan Mandiri Tbk.,Energy
MEDC.JK,Medco Energi Internasional Tbk,Energy
MKAP.JK,Multikarya Asia Pasifik Raya T,Energy
MTFN.JK,Capitalinc Investment Tbk.,Energy
MYOH.JK,Samindo Resources Tbk.,Energy
PGAS.JK,Perusahaan Gas Negara Tbk.,Energy
PKPK.JK,Perdana Karya Perkasa Tbk,Energy
PSSI.JK,IMC Pelita Logistik Tbk.,Energy
PTBA.JK,Bukit Asam Tbk.,Energy
PTIS.JK,Indo Straits Tbk.,Energy
PTRO.JK,Petrosea Tbk.,Energy
RAJA.JK,Rukun Raharja Tbk.,Energy
RGAS.JK,Kian Santang Muliatama Tbk.,Energy
RIGS.JK,Rig Tenders Indonesia Tbk.,Energy
RMKE.JK,RMK Energy Tbk.,Energy
RMKO.JK,Royaltama Mulia Kontraktorindo,Energy
RUIS.JK,Radiant Utama Interinsco Tbk.,Energy
SEMA.JK,Semacom Integrated Tbk.,Energy
SGER.JK,Sumber Global Energy Tbk.,Energy
SHIP.JK,Sillo Maritime Perdana Tbk.,Energy
SICO.JK,Sigma Energy Compressindo Tbk.,Energy
SMMT.JK,Golden Eagle Energy Tbk.,Energy
SMRU.JK,SMR Utama Tbk.,Energy
SOCI.JK,Soechi Lines Tbk.,Energy
SUGI.JK,Sugih Energy Tbk.,Energy
SUNI.JK,Sunindo Pratama Tbk.,Energy
SURE.JK,Super Energy Tbk.,Energy
TAMU.JK,Pelayaran Tamarin Samudra Tbk.,Energy
TCPI.JK,Transcoal Pacific Tbk.,Energy
TEBE.JK,Dana Brata Luhur Tbk.,Energy
TOBA.JK,TBS Energi Utama Tbk.,Energy
TPMA.JK,Trans Power Marine Tbk.,Energy
TRAM.JK,Trada Alam Minera Tbk.,Energy
UNIQ.JK,Ulima Nitra Tbk.,Energy
WINS.JK,Wintermar Offshore Marine Tbk.,Energy
WOWS.JK,Ginting Jaya Energi Tbk.,Energy
ADMG.JK,Polychem Indonesia Tbk,Basic Materials
AGII.JK,Samator Indo Gas Tbk.,Basic Materials
AKPI.JK,Argha Karya Prima Industry Tbk,Basic Materials
ALDO.JK,Alkindo Naratama Tbk.,Basic Materials
ALKA.JK,Alakasa Industrindo Tbk,Basic Materials
ALMI.JK,Alumindo Light Metal Industry ,Basic Materials
AMMN.JK,Amman Mineral Internasional Tb,Basic Materials
ANTM.JK,Aneka Tambang Tbk.,Basic Materials
APLI.JK,Asiaplast Industries Tbk.,Basic Materials
ARCI.JK,Archi Indonesia Tbk.,Basic Materials
AVIA.JK,Avia Avian Tbk.,Basic Materials
AYLS.JK,Agro Yasa Lestari Tbk.,Basic Materials
BAJA.JK,Saranacentral Bajatama Tbk.,Basic Materials
BATR.JK,Benteng Api Technic Tbk.,Basic Materials
BEBS.JK,Berkah Beton Sadaya Tbk.,Basic Materials
BLES.JK,Superior Prima Sukses Tbk.,Basic Materials
BMSR.JK,Bintang Mitra Semestaraya Tbk,Basic Materials
BRMS.JK,Bumi Resources Minerals Tbk.,Basic Materials
BRNA.JK,Berlina Tbk.,Basic Materials
BRPT.JK,Barito Pacific Tbk.,Basic Materials
BTON.JK,Betonjaya Manunggal Tbk.,Basic Materials
CHEM.JK,Chemstar Indonesia Tbk.,Basic Materials
CITA.JK,Cita Mineral Investindo Tbk.,Basic Materials
CLPI.JK,Colorpak Indonesia Tbk.,Basic Materials
CMNT.JK,Cemindo Gemilang Tbk.,Basic Materials
CTBN.JK,Citra Tubindo Tbk.,Basic Materials
DKFT.JK,Central Omega Resources Tbk.,Basic Materials
DPNS.JK,Duta Pertiwi Nusantara Tbk.,Basic Materials
EKAD.JK,Ekadharma International Tbk.,Basic Materials
EPAC.JK,Megalestari Epack Sentosaraya ,Basic Materials
ESIP.JK,Sinergi Inti Plastindo Tbk.,Basic Materials
ESSA.JK,ESSA Industries Indonesia Tbk.,Basic Materials
ETWA.JK,Eterindo Wahanatama Tbk,Basic Materials
FASW.JK,Fajar Surya Wisesa Tbk.,Basic Materials
FPNI.JK,Lotte Chemical Titan Tbk.,Basic Materials
FWCT.JK,Wijaya Cahaya Timber Tbk.,Basic Materials
GDST.JK,Gunawan Dianjaya Steel Tbk.,Basic Materials
GGRP.JK,Gunung Raja Paksi Tbk.,Basic Materials
HKMU.JK,HK Metals Utama Tbk.,Basic Materials
IFII.JK,Indonesia Fibreboard Industry ,Basic Materials
IFSH.JK,Ifishdeco Tbk.,Basic Materials
IGAR.JK,Champion Pacific Indonesia Tbk,Basic Materials
INAI.JK,Indal Aluminium Industry Tbk.,Basic Materials
INCF.JK,Indo Komoditi Korpora Tbk.,Basic Materials
INCI.JK,Intanwijaya Internasional Tbk,Basic Materials
INCO.JK,Vale Indonesia Tbk.,Basic Materials
INKP.JK,Indah Kiat Pulp & Paper Tbk.,Basic Materials
INRU.JK,Toba Pulp Lestari Tbk.,Basic Materials
INTD.JK,Inter Delta Tbk,Basic Materials
INTP.JK,Indocement Tunggal Prakarsa Tb,Basic Materials
IPOL.JK,Indopoly Swakarsa Industry Tbk,Basic Materials
ISSP.JK,Steel Pipe Industry of Indones,Basic Materials
JKSW.JK,Jakarta Kyoei Steel Works Tbk.,Basic Materials
